bookID,title,authors,rating,language_code,  num_pages,ratings_count,text_reviews_count,,,,
9831,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,eng,120,174,16,,,,
9832,Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami/Ellen Archer/Patrick Lawlor,3.84,eng,0,28,3,,,,
9833,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,eng,333,22847,1280,,,,
9838,The Bookseller of Kabul,Åsne Seierstad/Ingrid Christopherson,3.77,en-US,288,34941,2473,,,,
9840,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,en-US,174,258,46,,,,
9841,Making Globalization Work,Joseph E. Stiglitz,3.85,eng,384,1718,88,,,,
9844,Prep : A Novel,Curtis Sittenfeld,3.38,eng,420,55304,4450,,,,
9862,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,eng,457,47,1,,,,
9863,The Wizard of Oz,Salman Rushdie/Richard Maltby/Melvyn Bragg,4,eng,69,749,54,,,,
9864,The Ground Beneath Her Feet,Salman Rushdie,3.79,eng,576,9445,476,,,,
9865,The Moor's Last Sigh,Salman Rushdie,3.93,eng,434,10414,445,,,,
9866,Los Versos Satánicos,Salman Rushdie,3.71,spa,679,1,0,,,,
9873,Dangling Man,Saul Bellow/Salman Rushdie,3.54,eng,191,1718,103,,,,
9875,Grimus,Salman Rushdie,3.41,eng,320,2560,150,,,,
9888,Breakfast at Tiffany's,Truman Capote,3.89,eng,157,2107,238,,,,
9897,Jesus' Son,Denis Johnson,4.09,eng,192,321,30,,,,
9903,Angels,Denis Johnson,3.72,eng,209,4263,227,,,,
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,eng,225,562,33,,,,
9908,The Stars at Noon,Denis Johnson,3.58,eng,192,597,40,,,,
9912,The Rules of Attraction,Bret Easton Ellis,3.68,eng,283,35311,974,,,,
9913,Glamorama,Bret Easton Ellis,3.46,eng,546,18181,669,,,,
9915,Less Than Zero,Bret Easton Ellis,3.58,eng,208,55900,2543,,,,
9919,A Christmas Memory,Truman Capote,4.24,eng,48,9982,849,,,,
9920,In Cold Blood,Truman Capote/Bob Colacello,4.07,eng,343,3266,332,,,,
9921,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.9,eng,135,29,3,,,,
9922,Summer Crossing,Truman Capote,3.44,eng,142,5274,428,,,,
9923,Answered Prayers,Truman Capote,3.49,eng,192,102,17,,,,
9924,The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,eng,272,4533,188,,,,
9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor/El Hagahn,4.31,eng,151,406,30,,,,
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.93,eng,320,542,65,,,,
9936,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,3.46,eng,304,727,23,,,,
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,eng,288,996,98,,,,
9957,The Cement Garden,Ian McEwan,3.54,eng,144,18376,1022,,,,
9961,Atonement,Ian McEwan,3.9,eng,372,4844,506,,,,
9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,3.43,eng,165,7,1,,,,
9975,Gertrud,Hermann Hesse,3.85,ger,180,134,5,,,,
9981,Der Prozess,Franz Kafka,3.98,ger,0,2,0,,,,
9987,Naokos Lächeln,Haruki Murakami/Ursula Gräfe,4.03,ger,416,1254,63,,,,
9997,The Ruined Map,Kōbō Abe/E. Dale Saunders,3.55,eng,304,1398,105,,,,
10000,The Face of Another,Kōbō Abe/E. Dale Saunders,3.78,eng,238,2584,153,,,,
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,3.91,eng,233,83,4,,,,
10004,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,eng,192,989,82,,,,
10006,Oracle Night,Paul Auster,3.78,eng,245,9941,462,,,,
10008,Eleanor Rigby,Douglas Coupland,3.65,eng,272,8517,372,,,,
10009,Homo Faber,Max Frisch,3.74,eng,228,12491,267,,,,
10013,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.6,ger,104,4,0,,,,
10023,Homo faber: Ein Bericht.,Max Frisch,3.74,ger,298,37,5,,,,
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.89,eng,512,190,8,,,,
10033,Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,3.96,eng,688,23344,267,,,,
10034,The Age of Reason,Jean-Paul Sartre,3.98,eng,408,9477,313,,,,
10040,Die Entdeckung der Langsamkeit,Sten Nadolny,3.95,ger,358,1806,27,,,,
10050,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,eng,512,8257,793,,,,
10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.1,eng,408,4746,298,,,,
10057,Sid and Nancy: Love Kills,Alex Cox/Abbe Wool,3.48,eng,143,140,5,,,,
10058,Flags of Our Fathers,James D. Bradley/Ron Powers,4.19,eng,382,45954,1297,,,,
10061,Flags of Our Fathers: A Young People's Edition,Michael R. French/Ron Powers/James D. Bradley,4.17,eng,224,255,28,,,,
10073,A Long Way Down,Nick Hornby,3.42,eng,368,65202,3943,,,,
10075,Clockwork (Cover to Cover),Philip Pullman,3.87,eng,0,24,1,,,,
10079,Mary Queen of Scots,Antonia Fraser,4.05,eng,568,12235,306,,,,
10080,Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,4.04,eng,640,4947,119,,,,
10083,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.25,eng,192,12,1,,,,
10084,River of Blue Fire (Otherland  #2),Tad Williams,4.02,eng,675,13383,235,,,,
10089,Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,3.83,eng,202,4825,148,,,,
10090,Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,eng,749,13265,163,,,,
10096,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.72,eng,224,39,6,,,,
10097,Queen of Scots: The True Life of Mary Stuart,John Guy,3.93,eng,581,1882,155,,,,
10105,The Last Wife of Henry VIII,Carolly Erickson,3.89,en-US,326,10702,366,,,,
10106,The Children of Henry VIII,Alison Weir,4.05,eng,385,11134,418,,,,
10107,The Last Days of Henry VIII,Robert Hutchinson,4.14,eng,368,1523,23,,,,
10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.26,eng,939,24108,822,,,,
10112,Henry VIII (Shakespeare  Pelican),William Shakespeare/Stephen Orgel,3.54,eng,126,93,14,,,,
10115,The Memoirs of Cleopatra,Margaret George,4.18,eng,1139,15616,913,,,,
10118,Saint George and the Dragon,Margaret Hodges/Trina Schart Hyman,4.18,eng,32,6935,389,,,,
10126,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,eng,261,3668,419,,,,
10134,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami/Nora Bierich,3.8,ger,218,44,2,,,,
10147,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,eng,709,26794,278,,,,
10148,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,eng,709,874,57,,,,
10156,The Last of Her Kind,Sigrid Nunez,3.72,eng,391,1459,242,,,,
10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.94,en-US,432,501,36,,,,
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4,eng,320,63,11,,,,
10172,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris/Stephen Colbert/Paul Dinello,3.58,eng,5,81,19,,,,
10173,The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,4.18,eng,54,584,34,,,,
10174,Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,en-US,272,1307,178,,,,
10200,Venac sonetnih venaca; Puževa srma,Dobrica Erić,0,srp,222,0,0,,,,
10203,View With a Grain of Sand: Selected Poems,Wisława Szymborska/Stanisław Barańczak/Clare Cavanagh,4.33,eng,214,3479,211,,,,
10204,View with a Grain of Sand: Selected Poems,Wisława Szymborska,4.33,eng,214,33,7,,,,
10205,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,eng,296,2561,120,,,,
10206,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska/Magnus J. Kruyski,4.36,eng,232,229,22,,,,
10208,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,eng,159,482,47,,,,
10210,Jane Eyre,Charlotte Brontë/Michael Mason,4.12,eng,532,1409369,27884,,,,
10215,The Far Pavilions,M.M. Kaye,4.21,eng,0,19,4,,,,
10217,Death in Kashmir,M.M. Kaye,3.95,eng,256,1511,104,,,,
10219,The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.22,en-US,454,249,39,,,,
10220,Death in the Andamans,M.M. Kaye,3.93,eng,272,845,57,,,,
10221,Death in Berlin,M.M. Kaye,3.89,eng,272,889,62,,,,
10222,The Far Pavilions,M.M. Kaye,4.21,en-US,958,37064,1028,,,,
10224,Enchanted Evening,M.M. Kaye,4.38,eng,368,99,11,,,,
10232,Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer/Amartya Sen,4.25,eng,438,3994,212,,,,
10233,Infections and Inequalities: The Modern Plagues,Paul Farmer,4.09,eng,424,2534,80,,,,
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.21,eng,333,63813,4347,,,,
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,eng,366,14183,398,,,,
10255,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam/Jim Marrs,3.92,eng,374,1023,164,,,,
10261,The Art of Richard P. Feynman,Michelle Feynman,4.31,en-US,174,13,2,,,,
10263,The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith/Patrick D. Miller,4.03,eng,243,238,29,,,,
10269,Haiti  History  and the Gods,Joan Dayan/Colin Dayan,3.95,eng,362,37,1,,,,
10270,Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.72,eng,309,104,8,,,,
10285,The World's Religions,Huston Smith,4.07,eng,416,8741,306,,,,
10289,Introduction to World Religions,Christopher Partridge,3.78,eng,495,44,4,,,,
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4,eng,352,481,45,,,,
10308,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.87,en-US,358,1341,88,,,,
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,eng,432,6550,337,,,,
10311,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,eng,391,29,7,,,,
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.67,eng,160,48,12,,,,
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,eng,24,22,4,,,,
10332,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,eng,320,9944,846,,,,
10340,Giraffes Can't Dance,Giles Andreae/Guy Parker-Rees/Hugh Laurie,4.3,eng,32,15,3,,,,
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,eng,414,224,37,,,,
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer/Kirsten Carlson,3.87,eng,32,37,9,,,,
10370,Where the Red Fern Grows with Connections,Wilson Rawls/Rafe Martin/Borden Deal/Kemp P. Battle/Robert Bethke/Harold Courlander/Maya Angelou/Nicholasa Mohr/Dick Perry/John R. Erickson,4.37,eng,288,121,5,,,,
10372,Summer of the Monkeys,Wilson Rawls,4.03,eng,288,11150,794,,,,
10382,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.88,en-US,442,1225,181,,,,
10403,Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt,3.22,eng,275,589,40,,,,
10404,Doctor Who: Cat's Cradle-Witch Mark,Andrew    Hunt,3.22,eng,256,399,25,,,,
10405,Doctor Who: Cat's Cradle-Warhead,Andrew Cartmel,3.51,eng,262,410,34,,,,
10412,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt/Liz Tuccillo,3.66,eng,208,52688,2463,,,,
10414,Do Not Open This Book,Michaela Muntean/Pascal Lemaître,3.9,eng,40,547,185,,,,
10416,Not Your Mother's Slow Cooker Cookbook,Beth Hensperger/Julie Kaufmann,3.78,en-US,520,5695,87,,,,
10417,Hands Are Not for Hitting (Ages 4-7),Martine Agassi/Marieka Heinlen,4.04,eng,35,309,45,,,,
10420,Not So Big House,Sarah Susanka/Kira Obolensky,4.07,eng,208,1327,149,,,,
10421,Rodinsky's Room,Rachel Lichtenstein/Iain Sinclair,3.85,eng,362,199,19,,,,
10427,The Rough Guide to Cuba 3,Fiona McAuslan/Matthew  Norman,3.82,eng,640,7,1,,,,
10429,Cuba: A New History,Richard Gott,4.06,en-GB,384,311,39,,,,
10431,Cuba 15,Nancy Osa,3.45,eng,304,1054,145,,,,
10433,Cuba (Jake Grafton #7),Stephen Coonts,3.82,eng,461,1452,63,,,,
10441,The Memory Keeper's Daughter,Kim Edwards,3.67,eng,401,535636,17550,,,,
10445,Too Far to Go: The Maples Stories,John Updike,4.02,eng,256,361,35,,,,
10456,Far to Go (Margaret Thursday  #2),Noel Streatfeild,3.81,eng,161,167,9,,,,
10460,The Children on the Top Floor,Noel Streatfeild,3.79,en-GB,180,148,17,,,,
10461,Desolation Angels,Jack Kerouac/Joyce Johnson,3.93,eng,432,9646,273,,,,
10464,Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.41,en-US,784,2948,144,,,,
10471,The New Whole Foods Encyclopedia: A Comprehensive Resource for Healthy Eating,Rebecca  Wood/Paul Pitchford,4.2,eng,464,212,18,,,,
10474,The Discomfort Zone: A Personal Journey,Jonathan Franzen,3.4,en-US,6,43,15,,,,
10476,The Parrot's Lament  and Other True Tales of Animal Intrigue  Intelligence  and Ingenuity,Eugene Linden,3.93,eng,224,363,50,,,,
10490,Postscript to the Name of the Rose,Umberto Eco,4.05,eng,84,661,34,,,,
10495,El nombre de la rosa,Umberto Eco,4.12,spa,782,158,11,,,,
10500,Baby Names for Dummies,Margaret  Rose/Heather Rose Jones,3.32,eng,364,13,7,,,,
10503,The Mysterious Flame of Queen Loana,Umberto Eco/Geoffrey Brock,3.35,eng,480,8263,624,,,,
10505,History of Beauty,Umberto Eco/Girolamo De Michele/Alastair McEwen/Agnolo di Cosimo Bronzino,3.78,eng,432,47625,186,,,,
10507,Baudolino,Umberto Eco/William Weaver/R.C.S. Libri,3.74,eng,527,16116,698,,,,
10514,Travels in Hyperreality,Umberto Eco/John Radziewicz/William Weaver,3.89,eng,324,2021,78,,,,
10517,How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,3.85,eng,256,218,26,,,,
10518,A Theory of Semiotics,Umberto Eco,4.01,eng,368,1035,34,,,,
10519,Art and Beauty in the Middle Ages,Umberto Eco/Hugh Bredin,3.99,en-US,144,994,35,,,,
10525,Mouse or Rat?: Translation as Negotiation,Umberto Eco,3.8,eng,208,311,27,,,,
10528,The Role of the Reader: Explorations in the Semiotics of Texts,Umberto Eco,4.06,eng,288,224,5,,,,
10529,Libraries,Candida Höfer/Umberto Eco,4.28,eng,271,303,44,,,,
10534,The Art of War,Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan,3.97,eng,273,235924,5869,,,,
10536,Sun Tzu: The Art of War for Managers; 50 Strategic Rules,Sun Tzu/Gerald A. Michaelson,3.8,eng,224,316,12,,,,
10537,The Art of War,Sun Tzu/Ralph D. Sawyer,3.97,eng,5,72,22,,,,
10539,The Lost Continent:  Travels in Small-town America,Bill Bryson,3.83,eng,379,729,78,,,,
10541,Made in America: An Informal History of the English Language in the United States,Bill Bryson,3.91,eng,364,10836,613,,,,
10545,Ulysses,James Joyce/Declan Kiberd,3.73,en-US,933,1517,235,,,,
10546,The Long-Lost Map (Ulysses Moore #2),Pierdomenico Baccalario/Iacopo Bruno/Leah D. Janeczko,4,eng,272,1693,76,,,,
10552,The Wicked Wit of Charles Dickens,Shelley Klein/Charles Dickens,3.55,eng,162,30,6,,,,
10559,The Three Musketeers,Alexandre Dumas/Barbara T. Cooper,4.07,eng,761,1149,147,,,,
10561,The Three Musketeers,Alexandre Dumas/Michael Page,4.07,eng,24,54,11,,,,
10562,The Three Musketeers (Great Illustrated Classics),Malvina G. Vogel/Alexandre Dumas,4.08,eng,236,1379,56,,,,
10563,The Three Musketeers (The d'Artagnan Romances. #1),Alexandre Dumas/Keith Wren,4.07,eng,592,820,92,,,,
10566,Lisey's Story,Stephen King,3.68,eng,513,59097,2709,,,,
10568,King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,King Arthur Flour,4.13,eng,544,4866,78,,,,
10570,King Dork (King Dork  #1),Frank Portman,3.56,eng,344,6352,861,,,,
10572,A Clash of Kings  (A Song of Ice and Fire  #2),George R.R. Martin,4.41,eng,969,638766,16535,,,,
10574,The Colorado Kid,Stephen King,3.32,eng,178,24611,1970,,,,
10575,Stationary Bike,Stephen King/Ron McLarty,3.54,eng,44,3035,167,,,,
10579,Everything's Eventual: 14 Dark Tales,Stephen King,3.97,eng,605,73145,1519,,,,
10581,The Mist,Stephen King/ZBS Foundation,3.95,eng,2,168,10,,,,
10583,Pet Sematary,Stephen King,3.98,eng,576,257466,3768,,,,
10585,Insomnia,Stephen King/Bettina Blanch Tyroller,3.82,spa,890,117901,2028,,,,
10586,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4,eng,11,56,9,,,,
10587,The Man in the Black Suit: 4 Dark Tales,Stephen King/Ana Juan/John Cullum/Becky Ann Baker/Íñigo Jáuregui/Peter Gerety/Arliss Howard,3.78,eng,128,1369,101,,,,
10593,The Shining,Stephen King/Campbell Scott,4.22,eng,16,357,107,,,,
10594,Stephen King: America's Best-Loved Boogeyman,George Beahm,3.78,en-US,304,50,2,,,,
10597,The Illustrated Stephen King Trivia Book,Brian James Freeman/Bev Vincent/Glenn Chadbourne,4.23,eng,404,22,5,,,,
10599,Gray Matter and Other Stories from Night Shift,Stephen King/John  Glover,3.93,eng,0,156,9,,,,
10603,Cujo,Stephen King,3.71,spa,432,197993,2816,,,,
10605,Thinner,Richard Bachman/Stephen King,3.71,eng,320,155020,1513,,,,
10606,Stephen King from A to Z: An Encyclopedia of His Life and Work,George Beahm,3.83,eng,251,53,2,,,,
10607,Black House (The Talisman  #2),Stephen King/Peter Straub,4.01,eng,688,46428,1220,,,,
10612,The Stephen King Universe: A Guide to the Worlds of the King of Horror,Stanley Wiater/Christopher Golden/Hank Wagner,4.15,en-US,478,6471,44,,,,
10613,Night Shift,Stephen King,4,en-US,326,1290,84,,,,
10614,Misery,Stephen King,4.16,eng,370,429510,7051,,,,
10617,The Bachman Books,Richard Bachman/Stephen King,4.11,eng,704,62529,494,,,,
10620,Misery,Stephen King/María Mir,4.16,spa,368,129,13,,,,
10622,Carrie,Stephen King,3.96,eng,253,2707,192,,,,
10624,"Four Past Midnight: Featuring ""The Langoliers""",Stephen King,3.93,eng,761,308,20,,,,
10629,Christine,Stephen King/Marie Milpois,3.77,fre,411,178403,2088,,,,
10631,Sam Walton: Made In America,Sam Walton/John Huey,4.15,eng,346,14157,610,,,,
10638,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,4.11,eng,1099,6164,142,,,,
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.85,eng,265,25312,1223,,,,
10654,Coach: Lessons on the Game of Life,Michael   Lewis,3.82,en-US,96,1502,167,,,,
10655,Losers: The Road to Everyplace But the White House,Michael   Lewis,3.87,en-US,320,235,19,,,,
10656,Next: The Future Just Happened,Michael   Lewis,3.67,en-US,240,1317,106,,,,
10662,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,4.12,eng,496,1278,74,,,,
10663,Salvation to the Ends of the Earth: A Biblical Theology of Mission (New Studies in Biblical Theology (InterVarsity Press)  #11),Andreas J. Köstenberger/Peter T. O'Brien,3.93,eng,351,93,8,,,,
10666,The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,Robert D. Kaplan,4.12,eng,476,10,3,,,,
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.19,eng,264,20145,530,,,,
10670,When Genius Failed: The Rise And Fall Of Long Term Capital Management,Roger Lowenstein,4.19,eng,275,247,13,,,,
10682,The Secret of Fantasy Forest (Sweet Valley Kids #67),Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu,3.94,eng,96,54,2,,,,
10686,Pearl and Wagner: Three Secrets,Kate McMullan/Janet Allison Brown/R.W. Alley,3.84,eng,48,60,7,,,,
10687,A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),Simon Schama,4.06,en-US,576,675,41,,,,
10689,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,eng,464,22,6,,,,
10691,O Historiador,Elizabeth Kostova,3.78,por,544,43,3,,,,
10698,Kim,Rudyard Kipling/Jeffrey Meyers,3.72,eng,286,398,63,,,,
10701,Birds Without Wings,Louis de Bernières,4.16,eng,640,48,8,,,,
10711,God Knows,Joseph Heller,3.8,eng,368,2992,163,,,,
10712,Picture This,Joseph Heller,3.68,en-US,352,1219,67,,,,
10713,Closing Time,Joseph Heller,3.02,eng,464,106,9,,,,
10714,Good as Gold,Joseph Heller,3.36,eng,445,2631,100,,,,
10718,Something Happened,Joseph Heller,3.52,eng,576,6166,399,,,,
10732,Archie Americana Series: Best of the Eighties  Vol. 1,George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,3.91,eng,96,61,1,,,,
10739,The Moviegoer,Walker Percy,3.68,eng,242,21634,1660,,,,
10750,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire/Douglas Smith,3.53,en-US,409,2828,459,,,,
10751,Wicked: Memorias de una bruja mala (Los años malvados  #1),Gregory Maguire/Claudia Conde,3.53,spa,508,47,10,,,,
10756,The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB,Christopher M. Andrew/Vasili Mitrokhin,3.93,en-US,736,1170,82,,,,
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,eng,320,1680,117,,,,
10760,Sword and Shield,John Terra,4,eng,16,5,1,,,,
10765,A Year in the Merde,Stephen Clarke,3.54,en-US,276,11429,979,,,,
10767,Merde!: The Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,eng,112,155,13,,,,
10770,Merde Encore!: More of the Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,eng,104,46,1,,,,
10772,Can't Wait to Get to Heaven,Fannie Flagg/Cassandra Campbell,3.91,eng,384,326,66,,,,
10776,Green Hills of Africa,Ernest Hemingway/Edward Shenton,3.56,eng,200,7290,387,,,,
10778,Across the River and into the Trees,Ernest Hemingway,3.33,eng,272,5546,342,,,,
10780,Hemingway: The Paris Years,Michael S. Reynolds,4.17,eng,402,490,35,,,,
10783,Adios Hemingway,Leonardo Padura/John King,3.72,eng,229,659,85,,,,
10785,By-Line: Selected Articles and Dispatches of Four Decades,Ernest Hemingway/William M. White,3.96,en-US,512,421,33,,,,
10787,The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,4.17,eng,556,279,32,,,,
10789,Hemingway: A Biography,Jeffrey Meyers,4,eng,644,197,15,,,,
10792,The Sword of Straw (The Sangreal Trilogy  #2),Amanda Hemingway,3.81,eng,336,138,8,,,,
10796,A Farewell to Arms,Ernest Hemingway/John Slattery,3.8,eng,8,290,65,,,,
10797,A Farewell to Arms,Ernest Hemingway,3.8,eng,336,174,30,,,,
10801,The Big Rock Candy Mountain,Wallace Stegner,4.15,eng,563,6187,669,,,,
10802,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner/Bernard DeVoto,4.07,eng,438,3010,244,,,,
10804,Collected Stories,Wallace Stegner/Lynn Stegner,4.22,eng,576,608,59,,,,
10805,All the Little Live Things,Wallace Stegner,4.09,eng,345,2595,350,,,,
10806,Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,eng,234,1553,113,,,,
10808,Wallace Stegner: His Life and Work,Jackson J. Benson,4.19,eng,496,88,8,,,,
10810,Letters of E.B. White,E.B. White/Dorothy Lobrano Guth/Martha White/John Updike,4.13,eng,736,694,39,,,,
10814,Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,4.3,eng,58,5379,544,,,,
10826,Charlotte's Web,E.B. White/Garth Williams,4.17,eng,179,7,1,,,,
10832,Charlotte's Web,E.B. White/Garth Williams,4.17,eng,256,223,22,,,,
10836,Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,4.12,eng,814,15468,548,,,,
10846,Gatsby's Girl,Caroline Preston,3.54,en-US,312,863,121,,,,
10853,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,3.89,eng,352,2246,166,,,,
10863,Pipe Dream (Strivers Row),Solomon Jones,3.97,eng,341,139,17,,,,
10867,The Pleasure of My Company,Steve Martin,3.78,eng,176,13257,1240,,,,
10873,Shopgirl,Steve Martin,3.43,eng,130,30067,2166,,,,
10876,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,4.08,eng,752,84,4,,,,
10877,Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,3.78,eng,336,5980,171,,,,
10879,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,Anita Thompson,3.96,en-US,112,1052,36,,,,
10880,The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,Hunter S. Thompson/Douglas Brinkley,4.14,eng,720,2961,116,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,4.11,eng,675,113315,2833,,,,
10885,The Wise Men: Six Friends and the World They Made,Walter Isaacson/Evan Thomas,4.07,eng,864,2664,78,,,,
10887,Kissinger,Walter Isaacson,3.94,eng,896,2507,140,,,,
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.16,eng,275,39822,2297,,,,
10894,Where Rainbows End,Cecelia Ahern,3.94,eng,454,652,109,,,,
10895,Irish Girls Are Back in Town,Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin,3.74,eng,384,805,36,,,,
10897,There's No Place Like Here,Cecelia Ahern,3.67,eng,340,1926,314,,,,
10906,Final Rain (The Survivalist  #19),Jerry Ahern,3.69,eng,220,95,4,,,,
10907,The Pursuit of Happyness,Chris Gardner,4.19,eng,320,21292,756,,,,
